input_produit_id,input_nom_produit,input_description_produit,input_prix_produit,input_categorie_id,input_longueur_produit,input_largeur_produit,input_hauteur_produit,input_saisonnalite_produit,input_priorite_merchandising,input_contrainte_temperature_produit,input_contrainte_conditionnement_produit,input_conditionnement_produit,input_magasin_id,input_nom_magasin_magasin,input_surface_magasin,input_longueur_magasin,input_largeur_magasin,input_adresse_magasin,input_zone_id,input_nom_zone,input_description_zone,input_emplacement_zone,input_longueur_zone,input_largeur_zone,input_hauteur_zone,input_temperature_zone,input_eclairage_zone,input_quantite_stock,input_date_maj_stock,input_quantite_vente,input_prix_unitaire_vente,input_date_vente,input_promotion_id,input_nom_promotion,input_type_promotion,input_etat_promotion,input_id_supplier,input_placement_exige_supplier,input_espace_minimum_supplier,input_nom_categorie,input_saisonnalite_categorie,input_priorite_categorie,input_zone_exposition_preferee_categorie,input_temperature_exposition_categorie,input_clientele_ciblee_categorie,input_montant_total_vente,input_valeur_stock
PROD_0180,Déodorant Premium,Description du Déodorant,20.87,CAT_004,10.5,10.8,21.4,hiver,9,1,fragile,verre,MAG_001,Magasin MAG_001,575.8,30.4,23.2,896 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,cote,7.6,2.5,2.9,froid,LED,128,2025-01-22,26,62.08,2025-02-15,,,,,SUP_023,standard,0.7,Catégorie CAT_004,printemps,7,entree,froid,senior,1614.08,2671.36
PROD_0181,Sauce Tomate Light,Description du Sauce Tomate,15.88,CAT_002,22.9,10.4,24.8,automne,4,0,standard,carton,MAG_004,Magasin MAG_004,388.8,23.0,16.3,592 Rue Liberté,ZONE_001,Zone 001,Zone centrale,entree,5.1,4.5,3.4,ambiante,halogene,172,2025-01-23,7,52.11,2025-02-14,,,montant,,SUP_009,niveau_oeil,2.7,Catégorie CAT_002,toute_annee,7,fond,ambiante,senior,364.77,2731.36
PROD_0182,Vin Rouge Light,Description du Vin Rouge,13.0,CAT_003,8.3,11.3,17.4,toute_annee,9,0,fragile,plastique,MAG_005,Magasin MAG_005,369.4,26.1,13.7,380 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,cote,8.4,4.3,2.5,ambiante,halogene,83,2025-05-04,19,16.86,2025-05-15,,,2pour1,active,SUP_015,standard,1.9,Catégorie CAT_003,ete,2,entree,ambiante,tous,320.34,1079.0
PROD_0183,Pâtes Penne Premium,Description du Pâtes Penne,15.74,CAT_005,23.2,11.4,26.8,printemps,3,1,fragile,metal,MAG_003,Magasin MAG_003,463.3,22.4,17.9,91 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,centre,6.9,3.2,3.3,froid,halogene,25,2025-03-18,20,40.14,2025-03-19,,,,,SUP_010,standard,2.5,Catégorie CAT_005,toute_annee,1,entree,froid,tous,802.8,393.5
PROD_0184,Savon Classic,Description du Savon,19.82,CAT_001,15.0,13.7,19.3,ete,1,0,liquide,plastique,MAG_004,Magasin MAG_004,414.4,25.8,15.7,630 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,entree,9.2,4.8,3.2,ambiante,halogene,66,2025-01-08,21,34.97,2025-01-08,,Offre Spéciale,,,SUP_013,niveau_oeil,0.9,Catégorie CAT_001,toute_annee,4,fond,ambiante,famille,734.37,1308.12
PROD_0185,Bière Blonde Classic,Description du Bière Blonde,19.45,CAT_001,11.4,5.4,26.1,automne,5,0,standard,plastique,MAG_001,Magasin MAG_001,544.7,29.4,19.4,466 Rue République,ZONE_003,Zone 003,Zone spécialisée,entree,9.5,3.4,2.6,ambiante,halogene,49,2025-02-02,14,37.49,2025-02-18,PROMO_005,,,planifiee,SUP_009,standard,1.3,Catégorie CAT_001,toute_annee,5,fond,ambiante,tous,524.86,953.05
PROD_0186,Vin Rouge Classic,Description du Vin Rouge,8.54,CAT_005,29.7,11.8,27.2,hiver,8,1,liquide,carton,MAG_004,Magasin MAG_004,448.2,29.8,13.5,494 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,entree,6.0,3.9,2.5,froid,halogene,167,2025-04-24,26,44.39,2025-05-01,,Offre Spéciale,,,SUP_018,tete_gondole,2.9,Catégorie CAT_005,automne,4,centre,froid,famille,1154.14,1426.18
PROD_0187,Chocolat Noir Bio,Description du Chocolat Noir,9.76,CAT_006,11.5,5.4,28.9,hiver,6,0,fragile,plastique,MAG_004,Magasin MAG_004,378.2,24.7,15.8,916 Rue Liberté,ZONE_003,Zone 003,Zone périphérique,centre,8.2,3.2,3.4,ambiante,neon,179,2025-02-04,30,16.36,2025-03-05,PROMO_048,Promo Flash,,active,SUP_027,tete_gondole,2.9,Catégorie CAT_006,toute_annee,6,entree,ambiante,famille,490.8,1747.04
PROD_0188,Pommes de Terre Premium,Description du Pommes de Terre,15.21,CAT_001,29.6,9.3,34.0,hiver,6,0,liquide,verre,MAG_001,Magasin MAG_001,634.8,29.0,22.3,505 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,cote,7.7,3.5,2.8,ambiante,LED,200,2025-06-24,30,46.98,2025-07-10,,Promo Flash,montant,,SUP_018,tete_gondole,0.9,Catégorie CAT_001,toute_annee,6,centre,ambiante,jeune,1409.4,3042.0
PROD_0189,Lait Entier Premium,Description du Lait Entier,16.45,CAT_001,17.7,9.5,16.5,printemps,4,0,fragile,carton,MAG_004,Magasin MAG_004,486.6,31.7,17.3,334 Rue République,ZONE_004,Zone 004,Zone spécialisée,fond,6.4,2.2,2.8,ambiante,LED,145,2024-12-31,9,27.46,2025-01-07,,,,inactive,SUP_007,niveau_oeil,2.9,Catégorie CAT_001,automne,6,centre,ambiante,senior,247.14,2385.25
PROD_0190,Carottes Bio,Description du Carottes,14.06,CAT_002,17.8,14.4,22.2,printemps,5,0,standard,metal,MAG_004,Magasin MAG_004,301.0,27.2,13.9,877 Rue République,ZONE_002,Zone 002,Zone centrale,centre,7.8,6.0,3.4,ambiante,neon,43,2025-01-01,16,52.89,2025-01-26,PROMO_027,,,,SUP_017,standard,1.9,Catégorie CAT_002,automne,8,centre,ambiante,senior,846.24,604.58
PROD_0191,Fromage Emmental Bio,Description du Fromage Emmental,11.43,CAT_005,18.5,13.1,15.7,printemps,4,1,fragile,metal,MAG_005,Magasin MAG_005,338.5,26.5,15.1,860 Rue Liberté,ZONE_001,Zone 001,Zone centrale,cote,11.7,5.6,3.2,froid,neon,90,2025-05-31,9,46.4,2025-06-11,,,,,SUP_014,tete_gondole,2.7,Catégorie CAT_005,automne,10,entree,froid,jeune,417.6,1028.7
PROD_0192,Jus Orange Light,Description du Jus Orange,9.92,CAT_003,14.1,18.2,33.6,hiver,2,0,fragile,verre,MAG_003,Magasin MAG_003,415.4,23.8,16.5,475 Rue Liberté,ZONE_003,Zone 003,Zone centrale,centre,6.0,3.9,3.5,ambiante,neon,91,2025-02-15,14,42.81,2025-03-07,,,,inactive,SUP_008,niveau_oeil,2.7,Catégorie CAT_003,automne,5,fond,ambiante,senior,599.34,902.72
PROD_0193,Vinaigre Balsamique Classic,Description du Vinaigre Balsamique,8.23,CAT_006,24.8,10.8,22.8,toute_annee,9,0,fragile,metal,MAG_005,Magasin MAG_005,311.3,28.8,14.2,172 Rue de la Paix,ZONE_004,Zone 004,Zone centrale,centre,8.4,4.3,3.4,ambiante,neon,65,2025-03-04,22,78.61,2025-03-12,,,pourcentage,,SUP_004,tete_gondole,1.5,Catégorie CAT_006,hiver,9,entree,ambiante,famille,1729.42,534.95
PROD_0194,Biscuits Sablés Bio,Description du Biscuits Sablés,12.86,CAT_005,12.4,6.6,31.3,printemps,7,1,fragile,plastique,MAG_004,Magasin MAG_004,426.1,26.9,17.1,254 Rue Liberté,ZONE_001,Zone 001,Zone périphérique,cote,8.1,5.4,3.4,froid,neon,37,2025-04-19,5,12.5,2025-05-05,,Offre Spéciale,,,SUP_016,niveau_oeil,2.7,Catégorie CAT_005,toute_annee,5,fond,froid,tous,62.5,475.82
PROD_0195,Carottes Light,Description du Carottes,13.69,CAT_006,8.4,12.2,27.2,toute_annee,7,0,liquide,verre,MAG_002,Magasin MAG_002,1059.4,35.3,22.0,931 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,10.1,4.8,2.6,ambiante,LED,118,2025-01-24,10,29.56,2025-02-04,,Soldes Hiver,pourcentage,,SUP_016,standard,1.4,Catégorie CAT_006,printemps,8,centre,ambiante,senior,295.6,1615.42
PROD_0196,Pommes de Terre Premium,Description du Pommes de Terre,16.57,CAT_004,14.5,5.2,28.4,toute_annee,6,1,standard,metal,MAG_001,Magasin MAG_001,568.7,32.6,21.9,904 Rue Liberté,ZONE_003,Zone 003,Zone périphérique,cote,10.8,5.0,2.6,froid,LED,46,2025-04-27,23,62.25,2025-05-20,,,pourcentage,,SUP_008,standard,2.4,Catégorie CAT_004,toute_annee,5,centre,froid,senior,1431.75,762.22
PROD_0197,Pâtes Penne Classic,Description du Pâtes Penne,23.15,CAT_002,9.9,12.3,11.9,printemps,8,0,liquide,metal,MAG_004,Magasin MAG_004,459.4,27.1,16.7,279 Rue Liberté,ZONE_001,Zone 001,Zone spécialisée,cote,7.9,3.6,2.6,ambiante,LED,87,2025-05-22,1,33.12,2025-05-26,PROMO_035,Soldes Hiver,,inactive,SUP_024,tete_gondole,0.8,Catégorie CAT_002,ete,2,entree,ambiante,famille,33.12,2014.05
PROD_0198,Jambon Blanc Light,Description du Jambon Blanc,7.46,CAT_002,25.5,15.6,11.3,automne,8,0,liquide,carton,MAG_004,Magasin MAG_004,305.3,25.6,16.0,339 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,entree,5.5,3.6,2.8,ambiante,halogene,105,2025-04-07,3,24.73,2025-04-24,,Offre Spéciale,,,SUP_004,standard,1.2,Catégorie CAT_002,ete,7,centre,ambiante,jeune,74.19,783.3
PROD_0199,Bière Blonde Bio,Description du Bière Blonde,3.66,CAT_002,13.0,14.6,34.5,hiver,7,0,liquide,verre,MAG_001,Magasin MAG_001,641.5,29.4,19.5,959 Rue République,ZONE_004,Zone 004,Zone centrale,entree,9.2,3.4,3.1,ambiante,neon,145,2025-06-01,17,16.85,2025-06-04,,,pourcentage,,SUP_007,tete_gondole,2.7,Catégorie CAT_002,ete,7,centre,ambiante,famille,286.45,530.7
PROD_0200,Fromage Emmental Premium,Description du Fromage Emmental,25.62,CAT_003,9.6,15.2,16.0,printemps,10,0,liquide,metal,MAG_002,Magasin MAG_002,698.0,50.9,25.4,705 Rue Liberté,ZONE_001,Zone 001,Zone centrale,fond,10.0,5.3,3.3,ambiante,LED,68,2025-04-24,6,47.78,2025-05-09,PROMO_040,,,,SUP_002,tete_gondole,1.8,Catégorie CAT_003,automne,3,fond,ambiante,famille,286.68,1742.16
PROD_0201,Lait Entier Classic,Description du Lait Entier,4.21,CAT_004,14.3,7.0,25.7,hiver,4,1,standard,metal,MAG_002,Magasin MAG_002,1039.2,47.5,19.9,367 Rue Liberté,ZONE_002,Zone 002,Zone centrale,fond,5.4,5.0,2.8,froid,LED,129,2025-02-03,23,8.01,2025-02-17,,,,,SUP_018,niveau_oeil,1.8,Catégorie CAT_004,automne,8,centre,froid,jeune,184.23,543.09
PROD_0202,Pain Complet Classic,Description du Pain Complet,7.24,CAT_005,15.0,6.5,19.0,toute_annee,6,1,fragile,carton,MAG_001,Magasin MAG_001,583.6,30.5,21.7,795 Rue Liberté,ZONE_002,Zone 002,Zone spécialisée,cote,6.9,5.4,2.8,froid,neon,52,2025-04-11,29,64.8,2025-04-11,,,,,SUP_003,standard,2.7,Catégorie CAT_005,toute_annee,7,entree,froid,tous,1879.2,376.48
PROD_0203,Lait Entier Classic,Description du Lait Entier,11.45,CAT_002,10.0,15.3,22.3,printemps,2,0,liquide,carton,MAG_005,Magasin MAG_005,442.5,24.6,16.8,45 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,entree,7.7,4.5,3.2,ambiante,LED,32,2025-03-13,16,8.31,2025-03-19,PROMO_037,,,,SUP_020,standard,0.9,Catégorie CAT_002,toute_annee,5,entree,ambiante,senior,132.96,366.4
PROD_0204,Café Arabica Light,Description du Café Arabica,13.71,CAT_005,14.6,6.6,29.5,printemps,8,1,liquide,carton,MAG_002,Magasin MAG_002,1096.5,56.2,20.3,370 Rue Liberté,ZONE_001,Zone 001,Zone spécialisée,cote,9.5,2.2,2.9,froid,halogene,186,2025-05-03,2,76.89,2025-05-29,,,,,SUP_003,tete_gondole,1.8,Catégorie CAT_005,toute_annee,2,entree,froid,jeune,153.78,2550.06
PROD_0205,Riz Basmati Bio,Description du Riz Basmati,5.86,CAT_004,16.1,5.8,29.2,toute_annee,3,1,liquide,metal,MAG_005,Magasin MAG_005,327.8,18.1,14.9,765 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,fond,7.9,5.3,3.4,froid,neon,122,2025-02-11,23,23.26,2025-03-04,,Promo Flash,,,SUP_022,tete_gondole,2.1,Catégorie CAT_004,toute_annee,10,centre,froid,senior,534.98,714.92
PROD_0206,Savon Light,Description du Savon,6.4,CAT_005,21.4,9.4,13.4,hiver,6,1,liquide,plastique,MAG_003,Magasin MAG_003,452.0,24.8,17.3,577 Rue Liberté,ZONE_003,Zone 003,Zone centrale,cote,9.6,5.0,2.8,froid,neon,195,2025-03-22,9,54.43,2025-04-02,,,,,SUP_010,standard,1.5,Catégorie CAT_005,printemps,9,entree,froid,senior,489.87,1248.0
PROD_0207,Riz Basmati Premium,Description du Riz Basmati,17.49,CAT_003,16.1,5.9,12.8,automne,9,0,liquide,plastique,MAG_001,Magasin MAG_001,555.0,31.9,19.3,97 Rue de la Paix,ZONE_002,Zone 002,Zone périphérique,fond,8.6,3.1,3.3,ambiante,LED,40,2025-04-06,9,9.06,2025-04-17,,Offre Spéciale,,inactive,SUP_019,tete_gondole,1.4,Catégorie CAT_003,printemps,6,centre,ambiante,jeune,81.54,699.6
PROD_0208,Pommes de Terre Classic,Description du Pommes de Terre,10.86,CAT_006,19.7,13.9,10.2,printemps,10,0,fragile,carton,MAG_004,Magasin MAG_004,388.6,22.0,10.9,799 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,fond,8.2,5.9,3.0,ambiante,halogene,111,2025-01-12,30,56.78,2025-02-08,PROMO_050,Soldes Hiver,,,SUP_002,niveau_oeil,1.3,Catégorie CAT_006,toute_annee,1,centre,ambiante,jeune,1703.4,1205.46
PROD_0209,Céréales Muesli Light,Description du Céréales Muesli,12.33,CAT_005,10.8,5.3,29.3,hiver,10,1,liquide,carton,MAG_003,Magasin MAG_003,435.8,27.2,16.9,228 Rue République,ZONE_002,Zone 002,Zone périphérique,cote,10.7,2.5,2.8,froid,LED,38,2025-06-13,11,9.26,2025-06-15,,,,,SUP_013,standard,1.2,Catégorie CAT_005,hiver,3,entree,froid,tous,101.86,468.54
PROD_0210,Fromage Emmental Bio,Description du Fromage Emmental,5.05,CAT_002,8.0,9.5,26.2,toute_annee,10,0,liquide,plastique,MAG_005,Magasin MAG_005,405.1,29.6,13.5,249 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,cote,11.8,5.4,2.5,ambiante,halogene,180,2025-01-10,30,72.7,2025-01-28,PROMO_043,,,inactive,SUP_020,standard,2.5,Catégorie CAT_002,printemps,5,entree,ambiante,senior,2181.0,909.0
PROD_0211,Pain Complet Bio,Description du Pain Complet,7.41,CAT_004,9.4,8.4,16.2,ete,6,1,standard,carton,MAG_005,Magasin MAG_005,388.8,29.5,12.8,116 Rue Liberté,ZONE_002,Zone 002,Zone centrale,centre,8.4,5.0,3.0,froid,neon,42,2025-06-14,28,12.16,2025-07-10,,Soldes Hiver,,,SUP_011,tete_gondole,2.9,Catégorie CAT_004,toute_annee,4,entree,froid,senior,340.48,311.22
PROD_0212,Soda Cola Premium,Description du Soda Cola,8.42,CAT_004,12.3,7.1,25.6,hiver,10,1,liquide,carton,MAG_005,Magasin MAG_005,401.0,25.7,13.5,262 Rue de la Paix,ZONE_002,Zone 002,Zone centrale,fond,10.5,4.3,2.6,froid,LED,183,2024-12-29,20,66.4,2025-01-06,PROMO_042,,2pour1,,SUP_028,standard,2.1,Catégorie CAT_004,automne,2,entree,froid,senior,1328.0,1540.86
PROD_0213,Bananes Classic,Description du Bananes,5.73,CAT_002,28.2,9.4,21.7,hiver,10,0,liquide,carton,MAG_004,Magasin MAG_004,479.0,22.0,14.4,191 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,cote,11.2,4.8,2.6,ambiante,neon,187,2025-05-31,1,18.61,2025-06-01,PROMO_034,,,,SUP_001,niveau_oeil,0.5,Catégorie CAT_002,automne,6,fond,ambiante,senior,18.61,1071.51
PROD_0214,Shampoing Classic,Description du Shampoing,13.61,CAT_005,19.0,15.2,11.9,hiver,1,1,liquide,verre,MAG_002,Magasin MAG_002,916.5,60.4,15.2,231 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,cote,6.9,5.2,3.0,froid,neon,40,2025-06-10,3,47.35,2025-07-03,,,,,SUP_008,niveau_oeil,1.6,Catégorie CAT_005,ete,10,entree,froid,tous,142.05,544.4
PROD_0215,Pain Complet Bio,Description du Pain Complet,17.34,CAT_005,29.1,8.0,33.8,ete,3,1,liquide,plastique,MAG_003,Magasin MAG_003,328.8,24.2,15.1,884 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,centre,12.0,4.8,3.5,froid,halogene,42,2025-02-07,21,49.01,2025-03-08,,Soldes Hiver,,,SUP_004,tete_gondole,1.1,Catégorie CAT_005,automne,3,fond,froid,famille,1029.21,728.28
PROD_0216,Sauce Tomate Classic,Description du Sauce Tomate,8.19,CAT_004,29.6,7.9,29.8,ete,4,1,standard,plastique,MAG_003,Magasin MAG_003,501.2,20.9,16.4,190 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,fond,11.4,5.8,3.5,froid,neon,150,2025-03-04,20,45.55,2025-03-11,,Soldes Hiver,,,SUP_016,tete_gondole,2.9,Catégorie CAT_004,toute_annee,10,centre,froid,senior,911.0,1228.5
PROD_0217,Pommes Golden Bio,Description du Pommes Golden,10.86,CAT_004,13.4,14.6,26.7,ete,4,1,standard,metal,MAG_002,Magasin MAG_002,935.9,52.4,25.4,783 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,cote,6.1,4.3,3.3,froid,LED,195,2025-05-21,22,43.92,2025-05-27,,Black Friday,,,SUP_011,niveau_oeil,0.5,Catégorie CAT_004,ete,7,centre,froid,famille,966.24,2117.7
PROD_0218,Bière Blonde Light,Description du Bière Blonde,9.29,CAT_006,24.0,6.4,20.7,toute_annee,10,0,liquide,carton,MAG_005,Magasin MAG_005,337.5,26.8,17.8,534 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,cote,5.2,3.9,3.2,ambiante,LED,67,2025-04-06,17,16.53,2025-04-23,,,,,SUP_021,tete_gondole,1.2,Catégorie CAT_006,ete,5,centre,ambiante,tous,281.01,622.43
PROD_0219,Pâtes Penne Classic,Description du Pâtes Penne,26.92,CAT_003,16.6,16.3,33.0,toute_annee,1,0,liquide,plastique,MAG_003,Magasin MAG_003,437.2,24.5,14.7,475 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,entree,11.7,4.3,2.9,ambiante,neon,133,2025-03-09,4,64.7,2025-03-14,,,,inactive,SUP_011,niveau_oeil,1.1,Catégorie CAT_003,printemps,3,centre,ambiante,jeune,258.8,3580.36
PROD_0220,Lait Entier Bio,Description du Lait Entier,18.89,CAT_001,12.2,18.8,12.5,printemps,2,0,standard,metal,MAG_004,Magasin MAG_004,301.5,27.7,13.6,650 Rue République,ZONE_003,Zone 003,Zone centrale,cote,8.5,2.9,2.5,ambiante,neon,135,2024-12-30,20,10.59,2025-01-29,PROMO_036,,,,SUP_019,standard,0.9,Catégorie CAT_001,ete,3,entree,ambiante,jeune,211.8,2550.15
PROD_0221,Sauce Tomate Classic,Description du Sauce Tomate,17.3,CAT_004,17.6,13.7,22.9,ete,2,1,standard,plastique,MAG_001,Magasin MAG_001,579.6,32.1,20.2,4 Rue Liberté,ZONE_003,Zone 003,Zone périphérique,entree,10.3,3.1,2.9,froid,halogene,132,2025-03-03,28,72.37,2025-03-18,,Black Friday,2pour1,,SUP_015,niveau_oeil,2.9,Catégorie CAT_004,hiver,2,fond,froid,famille,2026.36,2283.6
PROD_0222,Pommes de Terre Bio,Description du Pommes de Terre,30.17,CAT_005,18.9,8.1,24.8,printemps,3,1,standard,carton,MAG_002,Magasin MAG_002,981.1,54.6,19.6,669 Rue République,ZONE_003,Zone 003,Zone centrale,centre,6.3,3.3,3.4,froid,LED,175,2025-01-16,19,22.91,2025-02-11,,,pourcentage,,SUP_006,tete_gondole,0.7,Catégorie CAT_005,automne,10,fond,froid,jeune,435.29,5279.75
PROD_0223,Crème Visage Premium,Description du Crème Visage,15.53,CAT_006,15.3,15.4,29.3,automne,6,0,fragile,metal,MAG_004,Magasin MAG_004,269.8,25.6,16.9,840 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,entree,9.6,2.6,3.4,ambiante,halogene,125,2025-06-16,5,46.81,2025-06-19,,,,,SUP_023,tete_gondole,1.2,Catégorie CAT_006,toute_annee,1,entree,ambiante,famille,234.05,1941.25
PROD_0224,Jambon Blanc Classic,Description du Jambon Blanc,9.09,CAT_006,8.0,11.2,23.1,automne,9,0,liquide,verre,MAG_004,Magasin MAG_004,374.8,24.8,16.7,950 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,cote,5.4,5.9,2.7,ambiante,neon,191,2025-01-21,21,29.9,2025-02-05,,Promo Flash,,,SUP_001,tete_gondole,1.3,Catégorie CAT_006,printemps,8,fond,ambiante,famille,627.9,1736.19
PROD_0225,Jambon Blanc Classic,Description du Jambon Blanc,16.08,CAT_005,17.3,9.5,18.1,automne,9,1,liquide,plastique,MAG_002,Magasin MAG_002,1067.9,44.3,22.0,12 Rue Liberté,ZONE_004,Zone 004,Zone centrale,fond,10.0,5.3,2.7,froid,halogene,22,2025-06-14,10,34.71,2025-06-23,,,2pour1,,SUP_013,standard,2.8,Catégorie CAT_005,toute_annee,10,entree,froid,jeune,347.1,353.76
PROD_0226,Crème Visage Light,Description du Crème Visage,21.92,CAT_003,9.7,13.2,27.7,hiver,1,0,liquide,plastique,MAG_002,Magasin MAG_002,940.2,57.1,25.2,494 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,cote,6.2,5.1,3.1,ambiante,neon,90,2025-01-04,15,76.56,2025-01-29,,,2pour1,,SUP_024,standard,0.6,Catégorie CAT_003,automne,9,fond,ambiante,famille,1148.4,1972.8
PROD_0227,Shampoing Premium,Description du Shampoing,6.69,CAT_005,24.7,6.5,22.8,ete,5,1,standard,verre,MAG_002,Magasin MAG_002,1065.0,42.5,23.2,385 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,centre,8.6,3.5,3.4,froid,neon,160,2025-03-27,13,67.58,2025-04-01,,,,,SUP_011,standard,2.2,Catégorie CAT_005,printemps,5,centre,froid,famille,878.54,1070.4
PROD_0228,Pain Complet Bio,Description du Pain Complet,16.42,CAT_002,24.0,17.9,16.9,toute_annee,5,0,standard,carton,MAG_004,Magasin MAG_004,384.0,30.4,16.5,384 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,entree,10.6,2.8,2.8,ambiante,halogene,134,2025-04-09,1,32.16,2025-05-04,,,montant,,SUP_017,niveau_oeil,2.9,Catégorie CAT_002,automne,3,entree,ambiante,jeune,32.16,2200.28
PROD_0229,Pain Complet Premium,Description du Pain Complet,33.27,CAT_006,28.8,12.4,19.5,printemps,5,0,standard,carton,MAG_002,Magasin MAG_002,1044.0,53.9,21.4,342 Rue République,ZONE_001,Zone 001,Zone centrale,entree,6.1,5.1,3.2,ambiante,neon,173,2025-03-18,24,35.67,2025-03-27,PROMO_049,,,,SUP_007,niveau_oeil,0.6,Catégorie CAT_006,automne,9,centre,ambiante,tous,856.08,5755.71
PROD_0230,Pâtes Penne Premium,Description du Pâtes Penne,17.2,CAT_003,20.0,19.5,11.3,printemps,10,0,liquide,carton,MAG_001,Magasin MAG_001,524.1,28.9,21.8,212 Rue Liberté,ZONE_002,Zone 002,Zone périphérique,fond,8.5,4.9,3.4,ambiante,halogene,41,2025-04-16,23,20.91,2025-05-11,,Soldes Hiver,,,SUP_018,niveau_oeil,2.5,Catégorie CAT_003,printemps,3,entree,ambiante,tous,480.93,705.2
PROD_0231,Thé Vert Light,Description du Thé Vert,7.26,CAT_001,14.4,18.1,26.8,hiver,3,0,liquide,metal,MAG_001,Magasin MAG_001,492.3,33.3,19.0,632 Rue République,ZONE_004,Zone 004,Zone périphérique,fond,10.6,3.0,3.1,ambiante,LED,187,2025-06-03,25,49.17,2025-06-24,,Black Friday,,planifiee,SUP_015,tete_gondole,2.6,Catégorie CAT_001,hiver,5,fond,ambiante,tous,1229.25,1357.62
PROD_0232,Céréales Muesli Classic,Description du Céréales Muesli,15.57,CAT_002,14.7,10.3,25.5,automne,7,0,standard,verre,MAG_004,Magasin MAG_004,381.5,25.4,12.4,808 Rue République,ZONE_002,Zone 002,Zone périphérique,cote,7.3,4.9,2.9,ambiante,LED,21,2025-01-19,16,12.92,2025-01-22,,,montant,,SUP_005,standard,2.5,Catégorie CAT_002,printemps,7,fond,ambiante,famille,206.72,326.97
PROD_0233,Shampoing Light,Description du Shampoing,25.57,CAT_005,9.2,10.6,33.6,hiver,10,1,fragile,plastique,MAG_003,Magasin MAG_003,373.2,19.9,13.8,636 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,centre,9.5,4.7,3.1,froid,halogene,103,2025-04-09,3,22.33,2025-04-19,PROMO_045,,,,SUP_026,niveau_oeil,1.5,Catégorie CAT_005,toute_annee,4,entree,froid,famille,66.99,2633.71
PROD_0234,Carottes Light,Description du Carottes,6.86,CAT_004,17.5,19.7,11.7,automne,9,1,standard,metal,MAG_005,Magasin MAG_005,379.3,25.8,14.1,181 Rue République,ZONE_001,Zone 001,Zone périphérique,entree,8.6,2.7,3.5,froid,neon,32,2025-01-24,22,16.16,2025-02-19,,,,,SUP_002,tete_gondole,1.5,Catégorie CAT_004,ete,3,fond,froid,famille,355.52,219.52
PROD_0235,Pain Complet Classic,Description du Pain Complet,6.97,CAT_006,16.7,9.0,15.1,hiver,10,0,liquide,metal,MAG_002,Magasin MAG_002,1089.0,55.2,14.5,201 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,fond,8.4,3.1,2.8,ambiante,halogene,150,2025-02-09,26,55.29,2025-03-10,,,,,SUP_030,niveau_oeil,2.9,Catégorie CAT_006,printemps,10,entree,ambiante,tous,1437.54,1045.5
PROD_0236,Yaourt Nature Premium,Description du Yaourt Nature,10.35,CAT_003,21.2,14.4,26.2,printemps,9,0,fragile,carton,MAG_002,Magasin MAG_002,927.8,50.9,18.4,882 Rue République,ZONE_001,Zone 001,Zone centrale,centre,6.9,2.1,3.5,ambiante,halogene,184,2025-02-05,19,26.06,2025-02-17,,,,,SUP_007,standard,2.2,Catégorie CAT_003,ete,8,entree,ambiante,jeune,495.14,1904.4
PROD_0237,Dentifrice Bio,Description du Dentifrice,7.03,CAT_004,21.1,18.0,33.7,automne,3,1,standard,carton,MAG_005,Magasin MAG_005,440.9,29.6,13.8,74 Rue Liberté,ZONE_003,Zone 003,Zone centrale,centre,5.7,2.6,3.4,froid,neon,129,2025-03-11,22,61.03,2025-03-24,,Promo Flash,,,SUP_015,standard,2.7,Catégorie CAT_004,toute_annee,7,fond,froid,jeune,1342.66,906.87
